,Q1,Q2,Q3,Q4,Q5
2016-08-31,0.04733466801034483,0.04626876971758621,0.043178123072538856,0.05236938150275862,0.05044210361724138
2016-09-30,-0.016188739735844827,-0.011701599220689656,-0.0062063465164076,-0.004109693131034483,-0.001973663358620689
2016-10-31,0.03948553641206897,0.03667857933275862,0.03412269183765112,0.03221043770862069,0.04261770515517241
2016-11-30,0.018005610798275864,0.02691151712241379,0.030245790509499135,0.039807290396551724,0.033579889220689656
2016-12-31,-0.06914290015344828,-0.04734051257413793,-0.041336032193436956,-0.03474819423448276,-0.0339526125
2017-01-31,-0.04060656699140893,-0.02952835778178694,-0.014766003771477663,-0.015470902993127146,-0.020615035348797252
2017-02-28,0.08828181996784566,0.04127848949356913,0.040719088405797105,0.03858450862540193,0.05199952082797428
2017-03-31,-0.003623223525396825,-0.0194596593163752,-0.016665427166931635,-0.013435812165341813,-0.01661240471269841
2017-04-30,-0.06411415588106416,-0.04781945102503912,-0.05141267453677621,-0.04959891613771518,-0.058996240879499215
2017-05-31,-0.07893332816315134,-0.062259212887250004,-0.06441652427985313,-0.0769948810925,-0.07794348482676564
2017-06-30,0.026583076248473284,0.040632060174159025,0.038713782584097856,0.0365066752969419,0.03560995197446483
2017-07-31,-0.007727878325226586,-0.005954422471195159,0.0015402964946596067,-0.0027051551178320725,-0.02389675566042296
2017-08-31,0.06087386117065868,0.02657588731784108,0.03361287935532234,0.037957023425187406,0.06722901957767351
2017-09-30,0.007400497488023953,0.017942093002998503,0.019012381937031485,0.016851335730134934,0.014712674468562875
2017-10-31,-0.01948759295014663,-0.018062932124816446,-0.008328165803230545,-0.011774626684287812,-0.010863395914956012
2017-11-30,-0.07384915581395349,-0.05916683405531296,-0.06055953250290698,-0.060096587068413386,-0.06406256503924418
2017-12-31,-0.02159652584316547,-0.00915532355971223,-0.014677519347262248,-0.0184812642,-0.018439792884892087
2018-01-31,-0.030309497094285716,-0.020840831683390557,-0.026172379375714285,-0.022192977672389126,-0.03271763822285714
