,2019-12-31
300495.SZ,0.0013386880856760374
300499.SZ,0.0013386880856760374
300504.SZ,0.0013386880856760374
300470.SZ,0.0013386880856760374
300444.SZ,0.0013386880856760374
300451.SZ,0.0013386880856760374
300454.SZ,0.0013386880856760374
300457.SZ,0.0013386880856760374
300483.SZ,0.0013386880856760374
300462.SZ,0.0013386880856760374
300469.SZ,0.0013386880856760374
300346.SZ,0.0013386880856760374
300476.SZ,0.0013386880856760374
300477.SZ,0.0013386880856760374
300482.SZ,0.0013386880856760374
300365.SZ,0.0013386880856760374
300336.SZ,0.0013386880856760374
300342.SZ,0.0013386880856760374
300515.SZ,0.0013386880856760374
300520.SZ,0.0013386880856760374
300523.SZ,0.0013386880856760374
300543.SZ,0.0013386880856760374
300550.SZ,0.0013386880856760374
300563.SZ,0.0013386880856760374
300565.SZ,0.0013386880856760374
300459.SZ,0.0013386880856760374
300460.SZ,0.0013386880856760374
300420.SZ,0.0013386880856760374
300428.SZ,0.0013386880856760374
000522.SZ,0.0013386880856760374
000403.SZ,0.0013386880856760374
000409.SZ,0.0013386880856760374
000423.SZ,0.0013386880856760374
000426.SZ,0.0013386880856760374
000538.SZ,0.0013386880856760374
000511.SZ,0.0013386880856760374
000515.SZ,0.0013386880856760374
688005.SH,0.0013386880856760374
688006.SH,0.0013386880856760374
000525.SZ,0.0013386880856760374
000527.SZ,0.0013386880856760374
000534.SZ,0.0013386880856760374
603996.SH,0.0013386880856760374
688001.SH,0.0013386880856760374
688002.SH,0.0013386880856760374
688003.SH,0.0013386880856760374
603967.SH,0.0013386880856760374
603968.SH,0.0013386880856760374
603897.SH,0.0013386880856760374
603899.SH,0.0013386880856760374
603985.SH,0.0013386880856760374
603987.SH,0.0013386880856760374
603918.SH,0.0013386880856760374
603920.SH,0.0013386880856760374
603927.SH,0.0013386880856760374
603939.SH,0.0013386880856760374
000069.SZ,0.0013386880856760374
603976.SH,0.0013386880856760374
603979.SH,0.0013386880856760374
603982.SH,0.0013386880856760374
603983.SH,0.0013386880856760374
000007.SZ,-0.0013386880856760374
000037.SZ,-0.0013386880856760374
000038.SZ,-0.0013386880856760374
000046.SZ,-0.0013386880856760374
000050.SZ,-0.0013386880856760374
000056.SZ,-0.0013386880856760374
000058.SZ,-0.0013386880856760374
000063.SZ,-0.0013386880856760374
000066.SZ,-0.0013386880856760374
000068.SZ,-0.0013386880856760374
603969.SH,-0.0013386880856760374
000717.SZ,-0.0013386880856760374
000720.SZ,-0.0013386880856760374
000721.SZ,-0.0013386880856760374
000722.SZ,-0.0013386880856760374
000723.SZ,-0.0013386880856760374
603912.SH,-0.0013386880856760374
603848.SH,-0.0013386880856760374
603879.SH,-0.0013386880856760374
000560.SZ,-0.0013386880856760374
000563.SZ,-0.0013386880856760374
000564.SZ,-0.0013386880856760374
000725.SZ,-0.0013386880856760374
000727.SZ,-0.0013386880856760374
000751.SZ,-0.0013386880856760374
000713.SZ,-0.0013386880856760374
000716.SZ,-0.0013386880856760374
603626.SH,-0.0013386880856760374
603797.SH,-0.0013386880856760374
603799.SH,-0.0013386880856760374
603801.SH,-0.0013386880856760374
603729.SH,-0.0013386880856760374
603738.SH,-0.0013386880856760374
000592.SZ,-0.0013386880856760374
000558.SZ,-0.0013386880856760374
000795.SZ,-0.0013386880856760374
000796.SZ,-0.0013386880856760374
000799.SZ,-0.0013386880856760374
000800.SZ,-0.0013386880856760374
000806.SZ,-0.0013386880856760374
603602.SH,-0.0013386880856760374
603607.SH,-0.0013386880856760374
603612.SH,-0.0013386880856760374
300471.SZ,-0.0013386880856760374
300438.SZ,-0.0013386880856760374
300446.SZ,-0.0013386880856760374
300527.SZ,-0.0013386880856760374
300492.SZ,-0.0013386880856760374
300493.SZ,-0.0013386880856760374
300507.SZ,-0.0013386880856760374
300510.SZ,-0.0013386880856760374
300472.SZ,-0.0013386880856760374
300480.SZ,-0.0013386880856760374
300481.SZ,-0.0013386880856760374
300486.SZ,-0.0013386880856760374
300461.SZ,-0.0013386880856760374
300463.SZ,-0.0013386880856760374
300464.SZ,-0.0013386880856760374
300468.SZ,-0.0013386880856760374
300521.SZ,-0.0013386880856760374
300526.SZ,-0.0013386880856760374
300370.SZ,-0.0013386880856760374
300330.SZ,-0.0013386880856760374
300338.SZ,-0.0013386880856760374
300341.SZ,-0.0013386880856760374
300343.SZ,-0.0013386880856760374
300348.SZ,-0.0013386880856760374
300585.SZ,-0.0013386880856760374
300536.SZ,-0.0013386880856760374
300545.SZ,-0.0013386880856760374
300548.SZ,-0.0013386880856760374
300551.SZ,-0.0013386880856760374
300552.SZ,-0.0013386880856760374
300555.SZ,-0.0013386880856760374
300512.SZ,-0.0013386880856760374
300379.SZ,-0.0013386880856760374
300393.SZ,-0.0013386880856760374
300351.SZ,-0.0013386880856760374
300356.SZ,-0.0013386880856760374
300362.SZ,-0.0013386880856760374
300364.SZ,-0.0013386880856760374
300632.SZ,-0.0013386880856760374
300594.SZ,-0.0013386880856760374
300397.SZ,-0.0013386880856760374
300400.SZ,-0.0013386880856760374
300404.SZ,-0.0013386880856760374
300405.SZ,-0.0013386880856760374
300406.SZ,-0.0013386880856760374
300409.SZ,-0.0013386880856760374
300414.SZ,-0.0013386880856760374
