date,pairs,bollinger,reversal
2023-02-13,1.1533535732111,1.0343483142800136,0.68210749836603
2023-02-14,1.1483386352538203,1.0343483142800136,0.6844870417969329
2023-02-15,1.148025075452842,1.0343483142800136,0.6831750687665304
2023-02-16,1.1514442306778647,1.0343483142800136,0.682614586916015
2023-02-17,1.1501905780192117,1.0343483142800136,0.6797464583995612
2023-02-20,1.1492090621116622,1.0343483142800136,0.6776133628188095
2023-02-21,1.147451603306881,1.0343483142800136,0.6780844183369317
2023-02-22,1.150403296196267,1.0343483142800136,0.677612707437219
2023-02-23,1.149813922028693,1.0343483142800136,0.680842331604126
2023-02-24,1.148522227243872,1.0343483142800136,0.680842331604126
2023-02-27,1.1584930184553646,1.0343483142800136,0.680842331604126
2023-02-28,1.1488264621586717,1.0343483142800136,0.680842331604126
2023-03-01,1.135881353953707,1.0343483142800136,0.680842331604126
2023-03-02,1.1308024707516695,1.0343483142800136,0.680842331604126
2023-03-03,1.1300173160906144,1.0343483142800136,0.680842331604126
2023-03-06,1.1435242958674454,1.0343483142800136,0.680842331604126
2023-03-07,1.1458619524935012,1.0343483142800136,0.680842331604126
2023-03-08,1.1427312887868302,1.0343483142800136,0.680842331604126
2023-03-09,1.1546993398064538,1.0343483142800136,0.680842331604126
2023-03-10,1.156982606063077,1.0343483142800136,0.6807742473709656
2023-03-13,1.1577162480368464,1.0343483142800136,0.679638677316969
2023-03-14,1.1690719146719912,1.0343483142800136,0.6787190359087399
2023-03-15,1.162232986745065,1.0343483142800136,0.6775130311949759
2023-03-16,1.1509766096658203,1.0342448794485857,0.6711348961842896
2023-03-17,1.1399238856373868,1.046701909011351,0.6810031305325475
2023-03-20,1.1206262602278845,1.0407848199690375,0.6678241795749087
2023-03-21,1.1270137068189796,1.0514249294849256,0.6681184548726096
2023-03-22,1.1164479635320714,1.0557213356225403,0.6652557322013197
2023-03-23,1.10913013844408,1.0587725533555534,0.6578457954738614
2023-03-24,1.092575088911983,1.0469490846401275,0.6647113051743675
2023-03-27,1.1054145943461964,1.0297859848919286,0.6648903152778182
2023-03-28,1.0991369804863003,1.044279269123741,0.6696949316631216
2023-03-29,1.0926627240118953,1.0446606713403677,0.6696949316631216
2023-03-30,1.0885841329479093,1.0458048779902476,0.6696949316631216
