book,n,tv,soft,hard,is_sharpe,is_cagr,is_dd,oos_sharpe,oos_cagr,oos_dd,oos_vol,full_sharpe,full_cagr,full_dd,oos_hit,full_hit,score
is025,13,0.16,0.07,0.099,-0.13366249087349547,-0.005485464431388198,-0.09899999999999998,0.0,0.0,0.0,0.0,-0.09131029823666433,-0.002562411112196461,-0.09899999999999998,0,0,-152.67324981746992
is025,13,0.16,0.08,0.099,-0.13366249087349547,-0.005485464431388198,-0.09899999999999998,0.0,0.0,0.0,0.0,-0.09131029823666433,-0.002562411112196461,-0.09899999999999998,0,0,-152.67324981746992
is025,13,0.36,0.08,0.099,-0.13366249087349547,-0.005485464431388198,-0.09899999999999998,0.0,0.0,0.0,0.0,-0.09131029823666433,-0.002562411112196461,-0.09899999999999998,0,0,-152.67324981746992
is025,13,0.12,0.08,0.099,-0.13367132155055741,-0.005485464431388198,-0.09899999999999998,0.0,0.0,0.0,0.0,-0.09131633060383558,-0.002562411112196461,-0.09899999999999998,0,0,-152.67342643101114
is025,13,0.12,0.07,0.099,-0.13367132155055741,-0.005485464431388198,-0.09899999999999998,0.0,0.0,0.0,0.0,-0.09131633060383558,-0.002562411112196461,-0.09899999999999998,0,0,-152.67342643101114
carry_pairs,4,0.12,0.08,0.095,-0.1341503608811965,-0.007839268064280702,-0.09499999999999997,0.0,0.0,0.0,0.0,-0.09164356944541047,-0.003664249307559375,-0.09499999999999997,0,0,-152.68300721762392
carry_pairs,4,0.36,0.08,0.095,-0.14459902137122352,-0.007839268064280702,-0.09499999999999997,0.0,0.0,0.0,0.0,-0.09878116965186459,-0.003664249307559375,-0.09499999999999997,0,0,-152.89198042742447
carry_pairs,4,0.2,0.08,0.095,-0.14459902137122352,-0.007839268064280702,-0.09499999999999997,0.0,0.0,0.0,0.0,-0.09878116965186459,-0.003664249307559375,-0.09499999999999997,0,0,-152.89198042742447
carry_pairs,4,0.32,0.08,0.095,-0.14459902137122352,-0.007839268064280702,-0.09499999999999997,0.0,0.0,0.0,0.0,-0.09878116965186459,-0.003664249307559375,-0.09499999999999997,0,0,-152.89198042742447
carry_pairs,4,0.24,0.08,0.095,-0.14459902137122352,-0.007839268064280702,-0.09499999999999997,0.0,0.0,0.0,0.0,-0.09878116965186459,-0.003664249307559375,-0.09499999999999997,0,0,-152.89198042742447
carry_pairs,4,0.28,0.08,0.095,-0.14459902137122352,-0.007839268064280702,-0.09499999999999997,0.0,0.0,0.0,0.0,-0.09878116965186459,-0.003664249307559375,-0.09499999999999997,0,0,-152.89198042742447
carry_pairs,4,0.16,0.08,0.095,-0.14459908813773592,-0.007839268064280702,-0.09499999999999997,0.0,0.0,0.0,0.0,-0.09878121526062365,-0.003664249307559375,-0.09499999999999997,0,0,-152.8919817627547
legacy5,5,0.12,0.08,0.095,-0.14840952809017727,-0.011300641155096769,-0.09500000001000064,0.0,0.0,0.0,0.0,-0.10138415383552854,-0.005287088051507904,-0.09500000001000064,0,0,-152.96819056180354
carry_pairs,4,0.12,0.08,0.099,-0.15679566913771584,-0.008976878549455947,-0.09899999999999998,0.0,0.0,0.0,0.0,-0.10711275299977459,-0.00419727568985373,-0.09899999999999998,0,0,-153.13591338275432
