date,v3_eq_tv,v4_core_eq_tv,v4_core_act_tv,v4_ballast_eq_tv,v4_ballast_act_tv
2019-01-22,0.9672380821001836,0.9914653861377317,0.9877204250359969,0.9258468739087363,1.082455255191584
2019-01-23,0.9689512327993243,0.9932214477019616,0.9892112459592787,0.9278999398144634,1.0842775627017942
2019-01-24,0.9654896428390595,0.9896731521063702,0.9861995199009543,0.9256942872350233,1.081980299728938
2019-01-25,0.9653725324328488,0.9895531083278392,0.9860975078596425,0.9212798602902543,1.0787519817396771
2019-01-28,0.9757627602755509,1.0002035897871253,0.9951483920140756,0.9371712397821003,1.0924030157669073
2019-01-29,0.977020948931804,1.0014932934547038,0.9962471734703485,0.9388085665587501,1.0938694208307198
2019-01-30,0.9777741264931428,1.0022653365488523,0.9975624020476211,0.9389097746010437,1.0940123028244122
2019-01-31,0.9705035602282032,0.9948126577072001,0.9848624314048944,0.9299513888416217,1.081355694642019
2019-02-01,0.9683477601621007,0.9926028593291906,0.9811930016117967,0.9333835684711,1.086086927502851
2019-02-11,0.9603086544848604,0.9843623907599831,0.9680394222243741,0.9319994055828549,1.0844333534020285
2019-02-12,0.9700248982894623,0.9943220062815525,0.975142938954653,0.9372746375131386,1.0866556076921337
2019-02-13,0.9800816732213854,1.0046306825275595,0.9832775074952417,0.9405976946972372,1.0906758824202656
2019-02-14,0.9763128359147416,1.0007674436780218,0.9802926604439143,0.9414406607982172,1.090783045419608
2019-02-15,0.9875747664454609,1.0123114621662634,0.9892065416918291,0.9445726302653724,1.0947125850959418
2019-02-18,0.9805646959279757,1.0051258039492297,0.9839213803806562,0.9459941124425179,1.094953889586932
2019-02-19,0.9844614361608339,1.0091201494275015,0.9867691760897371,0.9534494392064343,1.1009611327001096
2019-02-20,0.983171727021004,1.0077981357537322,0.9848858437122524,0.9543975749967661,1.1022087238431606
2019-02-21,0.976331535195061,1.000786611336456,0.9751356219356428,0.9495981965945146,1.09599477266209
2019-02-22,0.9669164907418374,0.9911357395841253,0.9626324633817662,0.9450802243297075,1.090354172057887
2019-02-25,0.9699878174629886,0.9942839966574296,0.966535759080734,0.9434847419229395,1.0884080236302485
2019-02-26,0.9561574601743039,0.9801072176581219,0.9491176155986369,0.9319799039816026,1.0743836320062015
2019-02-27,0.9588908449663782,0.9829090680592688,0.9530146162903051,0.9329192155802882,1.0758025615899327
2019-02-28,0.9469740885186974,0.9706938216255728,0.9460686198312448,0.9268331782552147,1.0725887638868687
2019-03-01,0.9341444330296773,0.958204613135646,0.9383780971124228,0.9323747985188495,1.0753853157435815
2019-03-04,0.945653915623377,0.9617257127020344,0.9408100479082122,0.9271739815760747,1.0719991072694313
2019-03-05,0.9337594668581501,0.9598090794501609,0.9394865351155458,0.9224910612562289,1.0684658961489302
2019-03-06,0.961937209397727,0.9837594437060033,0.9560410285206387,0.9326620254974002,1.0779299182947948
2019-03-07,0.9432593520822292,0.9617407874507503,0.9403330807662975,0.9149021159106766,1.0629430523293104
2019-03-08,0.9590470396227799,0.9747917162737925,0.9500123848781314,0.9194733210339076,1.0676769844212435
2019-03-11,0.9707065340498969,0.9760070180558602,0.9509197721159992,0.9182044053348928,1.0668075302609583
2019-03-12,0.9504993274402472,0.9534464310035566,0.9340955081030868,0.9108116388957471,1.0585644692392797
2019-03-13,0.9659455133826079,0.959735784955789,0.9389603161999098,0.9108904434711204,1.0592781609818462
2019-03-14,0.9194553659656043,0.9503882497872966,0.9317171791010447,0.9024346641089327,1.051313683802456
2019-03-15,0.9225518310735576,0.9568483335421075,0.9370301076830543,0.8995804153315359,1.0498332235653973
2019-03-18,0.9278642697831028,0.9727034850500731,0.9370051956260139,0.9129609633513842,1.0519100152555725
2019-03-19,0.9174303152641818,0.962202531315413,0.9314038284796462,0.9072950784508684,1.0465049077130941
2019-03-20,0.9551108810274253,0.9723954702883607,0.9364837063232215,0.914743738769528,1.0521316355633377
2019-03-21,0.9391227482221456,0.9541133722857478,0.9244150345645065,0.9031686941428162,1.0393722123796743
2019-03-22,0.9338071064012313,0.947356579511423,0.9220322708476681,0.8978899563285891,1.0366917573557928
